"prior_set","rep","param","bias","covered"
"wide4",33,"tau0",0.14700487386125,1
"wide4",33,"tau1",-0.0332265342750002,1
"wide4",33,"gamma0",0.1951263150375,1
"wide4",33,"gamma1",0.152310849707503,1
"wide4",33,"gamma2",0.72482240662625,1
"wide4",33,"alpha",0.099235668934375,1
"wide4",34,"beta0",-0.0258071711625001,1
"wide4",34,"beta1",-0.25652381270625,1
"wide4",34,"beta2",0.0445266979904875,1
"wide4",34,"beta_bm",-0.0116058482442855,1
"wide4",34,"sigma_y",-0.10852083119375,0
"wide4",34,"tau0",0.103371498983125,1
"wide4",34,"tau1",-0.0187743483687499,1
"wide4",34,"gamma0",-0.8444976527125,1
"wide4",34,"gamma1",-0.275093410730585,1
"wide4",34,"gamma2",-0.0656364321504062,1
"wide4",34,"alpha",-0.2426469943375,1
"wide4",35,"beta0",-0.3175160447875,1
"wide4",35,"beta1",-0.2830692428625,1
"wide4",35,"beta2",0.0138286468557375,1
"wide4",35,"beta_bm",0.152168399046027,1
"wide4",35,"sigma_y",0.162187457025,0
"wide4",35,"tau0",-0.0409366343887501,1
"wide4",35,"tau1",0.140932998225,1
"wide4",35,"gamma0",-1.693157469525,1
"wide4",35,"gamma1",0.73757041846504,1
"wide4",35,"gamma2",0.211967065563125,1
"wide4",35,"alpha",-0.21343185625,1
"wide4",36,"beta0",0.21767875670625,1
"wide4",36,"beta1",-0.206539305925,1
"wide4",36,"beta2",0.113234223673644,1
"wide4",36,"beta_bm",-0.311307146855948,1
"wide4",36,"sigma_y",-0.0248178491625,1
"wide4",36,"tau0",0.26475267548625,1
"wide4",36,"tau1",0.15314573081875,1
"wide4",36,"gamma0",-2.37123791849375,1
"wide4",36,"gamma1",-0.757657884511232,1
"wide4",36,"gamma2",2.56248847734912,0
"wide4",36,"alpha",-0.736043579525,1
"wide4",37,"beta0",-0.1006752682875,1
"wide4",37,"beta1",-0.0132985710187499,1
"wide4",37,"beta2",-0.0597717153105282,1
"wide4",37,"beta_bm",0.121206015487277,1
"wide4",37,"sigma_y",-0.0183574004125,1
"wide4",37,"tau0",-0.00415788277312501,1
"wide4",37,"tau1",-0.126633631775,1
"wide4",37,"gamma0",-2.98954244536875,1
"wide4",37,"gamma1",-0.246276514564682,1
"wide4",37,"gamma2",2.54108264255523,0
"wide4",37,"alpha",-0.49191463155625,1
"wide4",38,"beta0",0.01958293274375,1
"wide4",38,"beta1",-0.489733207925,1
"wide4",38,"beta2",0.223309949475331,1
"wide4",38,"beta_bm",0.108327197484152,1
"wide4",38,"sigma_y",0.0157977030875001,1
"wide4",38,"tau0",0.047421639864375,1
"wide4",38,"tau1",-0.13325652780625,1
"wide4",38,"gamma0",-0.0979205667749996,1
"wide4",38,"gamma1",-0.245132151408147,1
"wide4",38,"gamma2",1.00277929210159,1
"wide4",38,"alpha",0.107520520396875,1
"wide4",39,"beta0",-0.22697908950625,1
"wide4",39,"beta1",0.83368847675,1
"wide4",39,"beta2",-0.237046289160425,1
"wide4",39,"beta_bm",0.034143021402902,1
"wide4",39,"sigma_y",-0.0212015011,1
"wide4",39,"tau0",-0.0223848919825,1
"wide4",39,"tau1",0.3527993807875,1
"wide4",39,"gamma0",-3.60334634111875,0
"wide4",39,"gamma1",0.694167682687843,1
"wide4",39,"gamma2",2.49188363631431,0
"wide4",39,"alpha",-0.46868106615,1
"wide4",40,"beta0",-0.11585544200625,1
"wide4",40,"beta1",0.220926704575,1
"wide4",40,"beta2",0.00239462388513656,1
"wide4",40,"beta_bm",0.0153646622338395,1
"wide4",40,"sigma_y",-0.0425415125687498,1
"wide4",40,"tau0",-0.078743181460625,1
"wide4",40,"tau1",-0.17688746711875,1
"wide4",40,"gamma0",-3.2593242600875,1
"wide4",40,"gamma1",0.524749505879376,1
"wide4",40,"gamma2",0.375156966188703,1
"wide4",40,"alpha",-0.7945603122125,1
"vague",1,"beta0",0.403862450115625,1
"vague",1,"beta1",-0.44101997964375,1
"vague",1,"beta2",-0.0143509668675187,1
"vague",1,"beta_bm",-0.230270096868223,1
"vague",1,"sigma_y",0.0775659105562501,1
"vague",1,"tau0",0.21311191629875,1
"vague",1,"tau1",0.190865820475,1
"vague",1,"gamma0",0.625910147443751,1
"vague",1,"gamma1",-0.512402048442616,1
"vague",1,"gamma2",0.868311839147425,1
"vague",1,"alpha",0.050970426415625,1
"vague",2,"beta0",-0.300925911725,1
"vague",2,"beta1",0.15641646195,1
"vague",2,"beta2",-0.06282955616195,1
"vague",2,"beta_bm",-0.0113291587908479,1
"vague",2,"sigma_y",0.096630832025,1
"vague",2,"tau0",0.29771050442375,0
"vague",2,"tau1",-0.16147382911875,1
"vague",2,"gamma0",-4.063766161275,1
"vague",2,"gamma1",-0.448486527691104,1
"vague",2,"gamma2",0.709512962665063,1
"vague",2,"alpha",-0.9798937025875,1
"vague",3,"beta0",0.28694349159375,1
"vague",3,"beta1",-0.3916974947375,1
"vague",3,"beta2",0.152769113724237,1
"vague",3,"beta_bm",-0.286885197169879,1
"vague",3,"sigma_y",0.0401037697750002,1
"vague",3,"tau0",0.16139407904875,1
"vague",3,"tau1",-0.25049706393125,1
"vague",3,"gamma0",1.3843724980375,1
"vague",3,"gamma1",0.601295572327817,1
"vague",3,"gamma2",-0.169386890526875,1
"vague",3,"alpha",0.34798002239375,1
"vague",4,"beta0",0.00412994308749992,1
"vague",4,"beta1",-0.72814326070625,1
"vague",4,"beta2",0.161053344142081,1
"vague",4,"beta_bm",0.0550903614294332,1
"vague",4,"sigma_y",-0.0506023367874999,1
"vague",4,"tau0",-0.0665310279762501,1
"vague",4,"tau1",0.29047532288125,1
"vague",4,"gamma0",0.167446673443751,1
"vague",4,"gamma1",-0.752552411963148,1
"vague",4,"gamma2",0.21805857558875,1
"vague",4,"alpha",-0.0517898059968749,1
"vague",5,"beta0",0.12761604105625,1
"vague",5,"beta1",-0.30347551408125,1
"vague",5,"beta2",0.1599548170963,1
"vague",5,"beta_bm",0.016803176368027,1
"vague",5,"sigma_y",-0.02483517369375,1
"vague",5,"tau0",-0.0497138210731249,1
"vague",5,"tau1",-0.28580375218125,1
"vague",5,"gamma0",-1.07886856465,1
"vague",5,"gamma1",0.158232759361224,1
"vague",5,"gamma2",-0.775559966982812,1
"vague",5,"alpha",-0.31112605501875,1
"vague",6,"beta0",-0.15496575875625,1
"vague",6,"beta1",0.0835910885125002,1
"vague",6,"beta2",-0.0326225457804687,1
"vague",6,"beta_bm",-0.000633376395535512,1
"vague",6,"sigma_y",-0.0671029575687498,1
"vague",6,"tau0",0.04387860191125,1
"vague",6,"tau1",0.0952331486937501,1
"vague",6,"gamma0",-1.8739447344,1
"vague",6,"gamma1",1.06205413538886,0
"vague",6,"gamma2",-0.876450099125,1
"vague",6,"alpha",-0.37564387065,1
"vague",7,"beta0",0.2042647974625,1
"vague",7,"beta1",-0.12787456139375,1
"vague",7,"beta2",-0.0199467433516562,1
"vague",7,"beta_bm",-0.117366160405129,1
"vague",7,"sigma_y",-0.0173054177562499,1
"vague",7,"tau0",0.14725569273625,1
"vague",7,"tau1",-0.12792543224375,1
"vague",7,"gamma0",-1.4024817552125,1
"vague",7,"gamma1",0.260503200849231,1
"vague",7,"gamma2",0.108864312106375,1
"vague",7,"alpha",-0.4747736673375,1
"vague",8,"beta0",-0.3363863115375,1
"vague",8,"beta1",0.28549739248125,1
"vague",8,"beta2",0.033966748003875,1
"vague",8,"beta_bm",0.047817310756027,1
"vague",8,"sigma_y",0.0313037176812501,1
"vague",8,"tau0",0.04823054398625,1
"vague",8,"tau1",-0.2069198627125,1
"vague",8,"gamma0",1.04469031063125,1
"vague",8,"gamma1",-0.0353042041665507,1
"vague",8,"gamma2",-0.21353599952625,1
"vague",8,"alpha",0.334972682703125,1
"vague",9,"beta0",0.36282977855,1
"vague",9,"beta1",0.205612904325,1
"vague",9,"beta2",-0.205337798375372,1
"vague",9,"beta_bm",-0.373734601679525,1
"vague",9,"sigma_y",0.17187893586875,0
"vague",9,"tau0",-0.000337602919999958,1
"vague",9,"tau1",-0.13752401155625,1
"vague",9,"gamma0",-0.582479588556249,1
"vague",9,"gamma1",-0.560190866426179,1
"vague",9,"gamma2",-0.634560155389375,1
"vague",9,"alpha",-0.4589335425875,1
"vague",10,"beta0",0.34863477159375,1
"vague",10,"beta1",-0.9270459443,0
"vague",10,"beta2",0.550678733764175,0
"vague",10,"beta_bm",0.0709040274357146,1
"vague",10,"sigma_y",0.00862501924375003,1
"vague",10,"tau0",0.18318658783,1
"vague",10,"tau1",0.00161480325624996,1
"vague",10,"gamma0",-1.1583611967125,1
"vague",10,"gamma1",0.102829302903293,1
"vague",10,"gamma2",0.559424544822281,1
"vague",10,"alpha",-0.2225896227125,1
"vague",11,"beta0",-0.2382339767875,1
"vague",11,"beta1",0.467018134825,1
"vague",11,"beta2",-0.106360517605866,1
"vague",11,"beta_bm",-0.050452100074598,1
"vague",11,"sigma_y",-0.00510749997499982,1
"vague",11,"tau0",0.00745236416437489,1
"vague",11,"tau1",0.18714860600625,1
"vague",11,"gamma0",-3.39170289249375,1
"vague",11,"gamma1",0.86459507706412,1
"vague",11,"gamma2",-0.95546764524875,1
"vague",11,"alpha",-0.8291275674,1
"vague",12,"beta0",0.15854627884375,1
"vague",12,"beta1",-0.39011015014375,1
"vague",12,"beta2",0.0804663285259093,1
"vague",12,"beta_bm",-0.0124083286499105,1
"vague",12,"sigma_y",0.0285602882125,1
"vague",12,"tau0",0.1047892905175,1
"vague",12,"tau1",-0.3781333239625,1
"vague",12,"gamma0",-1.84633201743125,1
"vague",12,"gamma1",-0.194004823966572,1
"vague",12,"gamma2",0.49150295408985,1
"vague",12,"alpha",-0.58406120280625,1
"vague",13,"beta0",0.329213539790625,1
"vague",13,"beta1",-0.2428568201125,1
"vague",13,"beta2",-0.0377742600888563,1
"vague",13,"beta_bm",-0.0999631516465043,1
"vague",13,"sigma_y",0.0193250890250001,1
"vague",13,"tau0",-0.16082140397625,1
"vague",13,"tau1",-0.0973784800874999,1
"vague",13,"gamma0",1.2614719729125,1
"vague",13,"gamma1",-0.365212931533929,1
"vague",13,"gamma2",-0.81598802951125,1
"vague",13,"alpha",0.1292611431125,1
"vague",14,"beta0",-0.00651420022500027,1
"vague",14,"beta1",0.13733939260625,1
"vague",14,"beta2",0.126295060876425,1
"vague",14,"beta_bm",-0.0197892646879417,1
"vague",14,"sigma_y",-0.0432801284437498,1
"vague",14,"tau0",0.0947932938925,1
"vague",14,"tau1",0.0431951957250001,1
"vague",14,"gamma0",-0.72340906955625,1
"vague",14,"gamma1",-0.0378464705958798,1
"vague",14,"gamma2",0.910098055771281,1
"vague",14,"alpha",-0.072836864940625,1
"vague",15,"beta0",0.369129157965625,1
"vague",15,"beta1",-0.53876218205,1
"vague",15,"beta2",0.333671722325425,1
"vague",15,"beta_bm",-0.0557522437036605,1
"vague",15,"sigma_y",-0.03708367263125,1
"vague",15,"tau0",-0.143060773748125,1
"vague",15,"tau1",-0.019183671025,1
"vague",15,"gamma0",-0.270729911306249,1
"vague",15,"gamma1",0.418686778448709,1
"vague",15,"gamma2",1.29962371148393,1
"vague",15,"alpha",0.0531819424437501,1
"vague",16,"beta0",-0.17920835806875,1
"vague",16,"beta1",-0.0978948156749997,1
"vague",16,"beta2",0.117863705856675,1
"vague",16,"beta_bm",0.0487419065725895,1
"vague",16,"sigma_y",-0.0609507234125,1
"vague",16,"tau0",0.0183798638924999,1
"vague",16,"tau1",0.0355761492562499,1
"vague",16,"gamma0",-0.3177187700875,1
"vague",16,"gamma1",0.613965353251684,1
"vague",16,"gamma2",-0.437086644699375,1
"vague",16,"alpha",0.092082250259375,1
"vague",17,"beta0",-0.167849247475,1
"vague",17,"beta1",0.755864167153125,1
"vague",17,"beta2",-0.152341523299169,1
"vague",17,"beta_bm",-0.0265326934474105,1
"vague",17,"sigma_y",0.0328723644937501,1
"vague",17,"tau0",0.08025653198625,1
"vague",17,"tau1",-0.0283538664625,1
"vague",17,"gamma0",-1.9433352802125,1
"vague",17,"gamma1",0.761235175445631,1
"vague",17,"gamma2",-0.10840797497825,1
"vague",17,"alpha",-0.4052810483375,1
"vague",18,"beta0",0.0986931976499998,1
"vague",18,"beta1",-0.21450224589375,1
"vague",18,"beta2",0.0580059125681343,1
"vague",18,"beta_bm",-0.096635885926723,1
"vague",18,"sigma_y",0.13379381580625,0
"vague",18,"tau0",-0.057149198898125,1
"vague",18,"tau1",0.336632071725,1
"vague",18,"gamma0",0.53712428500625,1
"vague",18,"gamma1",-0.127561810849766,1
"vague",18,"gamma2",-0.584488809914375,1
"vague",18,"alpha",0.0605247641937501,1
"vague",19,"beta0",-0.0786602204125,1
"vague",19,"beta1",-0.00928148514374971,1
"vague",19,"beta2",0.0622543048658656,1
"vague",19,"beta_bm",0.0968926665088395,1
"vague",19,"sigma_y",0.01022205030625,1
"vague",19,"tau0",0.0314889367143749,1
"vague",19,"tau1",0.170489965725,1
"vague",19,"gamma0",-1.2073281964625,1
"vague",19,"gamma1",1.27887311348696,0
"vague",19,"gamma2",-0.86128361738125,1
"vague",19,"alpha",-0.0586195228374999,1
"vague",20,"beta0",-0.00830430597500031,1
"vague",20,"beta1",-0.22556602976875,1
"vague",20,"beta2",0.0760926435333406,1
"vague",20,"beta_bm",0.0231093582154021,1
"vague",20,"sigma_y",-0.0774107357562499,1
"vague",20,"tau0",0.011932166639375,1
"vague",20,"tau1",-0.23669600011875,1
"vague",20,"gamma0",-0.495670162931249,1
"vague",20,"gamma1",-0.299692253142054,1
"vague",20,"gamma2",1.12957282342156,1
"vague",20,"alpha",-0.08810600138125,1
"vague",21,"beta0",0.0278890453999998,1
"vague",21,"beta1",-0.20989246883125,1
"vague",21,"beta2",-0.0924764319693656,1
"vague",21,"beta_bm",0.182940340882902,1
"vague",21,"sigma_y",-0.0843914245062498,1
"vague",21,"tau0",0.0237283694518751,1
"vague",21,"tau1",-0.1958765699,1
"vague",21,"gamma0",-0.753880566493749,1
"vague",21,"gamma1",-0.48356956509221,1
"vague",21,"gamma2",-0.0125951110368749,1
"vague",21,"alpha",-0.1336672293375,1
"vague",22,"beta0",-0.37159499313125,1
"vague",22,"beta1",0.23684040245,1
"vague",22,"beta2",0.0389045221651094,1
"vague",22,"beta_bm",0.236307393037277,1
"vague",22,"sigma_y",0.0357185073375001,1
"vague",22,"tau0",-0.0584097447731251,1
"vague",22,"tau1",-0.0499868479000001,1
"vague",22,"gamma0",-2.32629693268125,1
"vague",22,"gamma1",0.154833520393009,1
"vague",22,"gamma2",-0.10716226647425,1
"vague",22,"alpha",-0.43891282161875,1
"vague",23,"beta0",0.231673125546875,1
"vague",23,"beta1",-0.43058906251875,1
"vague",23,"beta2",0.0393513689919625,1
"vague",23,"beta_bm",-0.0799791604648792,1
"vague",23,"sigma_y",0.0112313350250002,1
"vague",23,"tau0",0.0236491061893749,1
"vague",23,"tau1",-0.20147615793125,1
"vague",23,"gamma0",-2.00434145811875,1
"vague",23,"gamma1",0.644698217844698,1
"vague",23,"gamma2",1.12953590826947,1
"vague",23,"alpha",-0.3044317590875,1
"vague",24,"beta0",-0.0675651233500001,1
"vague",24,"beta1",0.719106050896875,1
"vague",24,"beta2",-0.401812359628039,1
"vague",24,"beta_bm",-0.130465675125411,1
"vague",24,"sigma_y",-0.0596392180062499,1
"vague",24,"tau0",-0.164770424410625,1
"vague",24,"tau1",0.2862136934125,1
"vague",24,"gamma0",1.55894358719375,1
"vague",24,"gamma1",-0.106923570001732,1
"vague",24,"gamma2",0.491029281479875,1
"vague",24,"alpha",0.444605812559375,0
"vague",25,"beta0",0.226694127234375,1
"vague",25,"beta1",-0.362409105175,1
"vague",25,"beta2",-0.0034777274392625,1
"vague",25,"beta_bm",-0.140862383437942,1
"vague",25,"sigma_y",0.0793162773375,1
"vague",25,"tau0",0.043603022783125,1
"vague",25,"tau1",-0.06201875465,1
"vague",25,"gamma0",-4.140896431525,1
"vague",25,"gamma1",0.390013502193834,1
"vague",25,"gamma2",-0.706089043441562,1
"vague",25,"alpha",-1.18925686549375,1
"vague",26,"beta0",-0.185842256725,1
"vague",26,"beta1",0.42257485898125,1
"vague",26,"beta2",-0.244740759145408,1
"vague",26,"beta_bm",0.181567095483214,1
"vague",26,"sigma_y",-0.00984855956874986,1
"vague",26,"tau0",0.14571482161125,1
"vague",26,"tau1",0.37903038450625,1
"vague",26,"gamma0",-2.17143133680625,1
"vague",26,"gamma1",-0.36208665327021,1
"vague",26,"gamma2",0.465282648638719,1
"vague",26,"alpha",-0.47117243949375,1
"vague",27,"beta0",0.0812974874312498,1
"vague",27,"beta1",0.705960227575,1
"vague",27,"beta2",-0.0798831547750491,1
"vague",27,"beta_bm",-0.112260792352098,1
"vague",27,"sigma_y",-0.0275487509124999,1
"vague",27,"tau0",0.093410140301875,1
"vague",27,"tau1",-0.151256536525,1
"vague",27,"gamma0",0.39830544406875,1
"vague",27,"gamma1",-0.305163735913804,1
"vague",27,"gamma2",0.660860104962875,1
"vague",27,"alpha",0.07138968670625,1
"vague",28,"beta0",-0.11863933531875,1
"vague",28,"beta1",0.1544050095125,1
"vague",28,"beta2",-0.227740803845931,1
"vague",28,"beta_bm",0.070165006924777,1
"vague",28,"sigma_y",-0.0123264122562499,1
"vague",28,"tau0",-0.0466617137481251,1
"vague",28,"tau1",-0.10610991705625,1
"vague",28,"gamma0",-2.179214165275,1
"vague",28,"gamma1",-0.561842699828116,1
"vague",28,"gamma2",1.51680209603598,1
"vague",28,"alpha",-0.4225268588375,1
"vague",29,"beta0",-0.26705231856875,1
"vague",29,"beta1",0.70570292329375,1
"vague",29,"beta2",-0.254572742179982,1
"vague",29,"beta_bm",-0.136382166744045,1
"vague",29,"sigma_y",0.0190182383687501,1
"vague",29,"tau0",0.17843220379875,1
"vague",29,"tau1",-0.10503106105625,1
"vague",29,"gamma0",0.44453551838125,1
"vague",29,"gamma1",-0.0335828982250975,1
"vague",29,"gamma2",0.507866425494094,1
"vague",29,"alpha",0.1709767586,1
"vague",30,"beta0",-0.1534926946625,1
"vague",30,"beta1",0.862454819640625,0
"vague",30,"beta2",-0.253495715865499,1
"vague",30,"beta_bm",-0.305225304460004,1
"vague",30,"sigma_y",0.0754493191187502,1
"vague",30,"tau0",-0.0889449396512501,1
"vague",30,"tau1",-0.156893846525,1
"vague",30,"gamma0",-3.977118421275,1
"vague",30,"gamma1",0.179569326040737,1
"vague",30,"gamma2",0.664856714309106,1
"vague",30,"alpha",-1.0464985899625,1
"vague",31,"beta0",0.2514352288375,1
"vague",31,"beta1",0.1152862632,1
"vague",31,"beta2",0.168796595297041,1
"vague",31,"beta_bm",-0.201222970674848,1
"vague",31,"sigma_y",-0.0186241389124999,1
"vague",31,"tau0",-0.0159591232575,1
"vague",31,"tau1",0.0859915817874999,1
"vague",31,"gamma0",0.157289748975001,1
"vague",31,"gamma1",0.182282670827965,1
"vague",31,"gamma2",1.20228787291587,1
"vague",31,"alpha",0.1162757890625,1
"vague",32,"beta0",-0.3011465982875,1
"vague",32,"beta1",0.32421203695,1
"vague",32,"beta2",-0.18252506825491,1
"vague",32,"beta_bm",0.242576874318527,1
"vague",32,"sigma_y",-0.00945830844374984,1
"vague",32,"tau0",0.10125092342375,1
"vague",32,"tau1",0.0448297233499999,1
"vague",32,"gamma0",1.14202442956875,1
"vague",32,"gamma1",0.544671689400525,1
"vague",32,"gamma2",-0.857418103626875,1
"vague",32,"alpha",0.372284199209375,1
"vague",33,"beta0",0.43052785250625,1
"vague",33,"beta1",-0.199737842175,1
"vague",33,"beta2",0.00254784529939689,1
"vague",33,"beta_bm",-0.400036632023438,0
"vague",33,"sigma_y",0.00560621236875014,1
"vague",33,"tau0",-0.17111879670125,1
"vague",33,"tau1",0.0217239993812499,1
"vague",33,"gamma0",0.413467612975,1
"vague",33,"gamma1",-1.07819997792534,0
"vague",33,"gamma2",0.07186598276125,1
"vague",33,"alpha",-0.25440131926875,1
"vague",34,"beta0",0.12933671101875,1
"vague",34,"beta1",-0.18636059501875,1
"vague",34,"beta2",-0.0370533527845063,1
"vague",34,"beta_bm",-0.266403397587839,1
"vague",34,"sigma_y",-0.0182317395062499,1
"vague",34,"tau0",0.10697190729875,1
"vague",34,"tau1",-0.38942263174375,0
"vague",34,"gamma0",-0.2779222788375,1
"vague",34,"gamma1",-0.0578677254656788,1
"vague",34,"gamma2",-0.0229961811669375,1
"vague",34,"alpha",-0.222897122390625,1
"vague",35,"beta0",-0.1813607970375,1
"vague",35,"beta1",-0.3297220976125,1
"vague",35,"beta2",0.127400995024956,1
"vague",35,"beta_bm",0.352334716640402,1
"vague",35,"sigma_y",-0.0318167719437499,1
"vague",35,"tau0",-0.096179482623125,1
"vague",35,"tau1",-0.26702029405625,1
"vague",35,"gamma0",-1.5852824075875,1
"vague",35,"gamma1",-0.182030947335135,1
"vague",35,"gamma2",0.900045085147472,1
"vague",35,"alpha",-0.20594638993125,1
"vague",36,"beta0",-0.49830845413125,0
"vague",36,"beta1",0.0492535826375002,1
"vague",36,"beta2",-0.0984889751666469,1
"vague",36,"beta_bm",0.145050983971652,1
"vague",36,"sigma_y",0.00082111549375008,1
"vague",36,"tau0",-0.4068148179575,0
"vague",36,"tau1",0.00149341141250003,1
"vague",36,"gamma0",-2.663431650525,1
"vague",36,"gamma1",0.231518299780643,1
"vague",36,"gamma2",1.42312104523199,1
"vague",36,"alpha",-0.3643515964625,1
"vague",37,"beta0",0.258024416359375,1
"vague",37,"beta1",0.3382119951375,1
"vague",37,"beta2",-0.246099536178139,1
"vague",37,"beta_bm",-0.142712552775942,1
"vague",37,"sigma_y",0.0100105045875001,1
"vague",37,"tau0",-0.0690230579543749,1
"vague",37,"tau1",0.25848143863125,1
"vague",37,"gamma0",-1.48495208765,1
"vague",37,"gamma1",0.0614407293471246,1
"vague",37,"gamma2",-0.445964665335937,1
"vague",37,"alpha",-0.4967697264625,1
"vague",38,"beta0",-0.369523180225,1
"vague",38,"beta1",0.587129630575,1
"vague",38,"beta2",-0.258567298443558,1
"vague",38,"beta_bm",0.0246850939269645,1
"vague",38,"sigma_y",0.0554896590562501,1
"vague",38,"tau0",-0.1875309436825,1
"vague",38,"tau1",0.0330942976937498,1
"vague",38,"gamma0",0.87511674781875,1
"vague",38,"gamma1",-0.0339998731299507,1
"vague",38,"gamma2",0.175258919957407,1
"vague",38,"alpha",0.29092732963125,1
"vague",39,"beta0",0.180686822465625,1
"vague",39,"beta1",-0.56186729345625,1
"vague",39,"beta2",0.074709469058675,1
"vague",39,"beta_bm",-0.239389673347545,1
"vague",39,"sigma_y",0.0902993249000001,1
"vague",39,"tau0",-0.109674496095,1
"vague",39,"tau1",0.11561741175625,1
"vague",39,"gamma0",-1.62578583386875,1
"vague",39,"gamma1",0.667429509685383,1
"vague",39,"gamma2",-2.33035934389562,0
"vague",39,"alpha",-0.7830520419,1
"vague",40,"beta0",0.1036791939625,1
"vague",40,"beta1",0.17572968285625,1
"vague",40,"beta2",-0.198771153656447,1
"vague",40,"beta_bm",-0.162225754309129,1
"vague",40,"sigma_y",-0.1032993280375,0
"vague",40,"tau0",-0.0285179478762501,1
"vague",40,"tau1",-0.16126231455625,1
"vague",40,"gamma0",-3.3394841167125,1
"vague",40,"gamma1",-0.913323324765647,1
"vague",40,"gamma2",-0.790058868929375,1
"vague",40,"alpha",-1.25400665630625,0
