"dgm_tag","scen_id","label","tag","n","param","nrep","bias","bias_mcse","coverage","cov_mcse","ci_width","nfit","rate_bad","rate_marginal","max_rhat","min_ebfmi","tot_div","trajectory","floor_kind","err_family","re_family","informative"
"v1_legacy_legacy_hazard",6,"Heavy-tailed (t3) errors/RE","misspec",150,"beta0",29,-0.089864566798276,0.03218293983626,0.931034482758621,0.0470543613255871,0.697604040862069,30,0.0333333333333333,1,1.04730743332232,0.566352722703134,1,"quadratic","fixed","t3","t3",FALSE
"v1_legacy_legacy_hazard",6,"Heavy-tailed (t3) errors/RE","misspec",150,"beta1",29,0.321245230784483,0.0601270404381337,0.827586206896552,0.0701445003745666,1.24485310741379,30,0.0333333333333333,1,1.04730743332232,0.566352722703134,1,"quadratic","fixed","t3","t3",FALSE
"v1_legacy_legacy_hazard",6,"Heavy-tailed (t3) errors/RE","misspec",150,"beta2",29,-0.231226367212662,0.0270838448208462,0.655172413793103,0.0882632273954608,0.578217905184577,30,0.0333333333333333,1,1.04730743332232,0.566352722703134,1,"quadratic","fixed","t3","t3",FALSE
"v1_legacy_legacy_hazard",6,"Heavy-tailed (t3) errors/RE","misspec",150,"beta_bm",29,0.0334262637166897,0.0208693564452812,0.96551724137931,0.0338830127200357,0.500378923181034,30,0.0333333333333333,1,1.04730743332232,0.566352722703134,1,"quadratic","fixed","t3","t3",FALSE
"v1_legacy_legacy_hazard",6,"Heavy-tailed (t3) errors/RE","misspec",150,"gamma0",29,-0.0936064658017243,0.108331760626695,0.96551724137931,0.0338830127200357,2.35260053327586,30,0.0333333333333333,1,1.04730743332232,0.566352722703134,1,"quadratic","fixed","t3","t3",FALSE
"v1_legacy_legacy_hazard",6,"Heavy-tailed (t3) errors/RE","misspec",150,"gamma1",29,0.108900824310828,0.0568887763919797,0.896551724137931,0.056552304164538,1.19190629489655,30,0.0333333333333333,1,1.04730743332232,0.566352722703134,1,"quadratic","fixed","t3","t3",FALSE
"v1_legacy_legacy_hazard",6,"Heavy-tailed (t3) errors/RE","misspec",150,"gamma2",29,0.313028809898301,0.0734254770675958,0.896551724137931,0.056552304164538,1.85823673523302,30,0.0333333333333333,1,1.04730743332232,0.566352722703134,1,"quadratic","fixed","t3","t3",FALSE
"v1_legacy_legacy_hazard",6,"Heavy-tailed (t3) errors/RE","misspec",150,"sigma_y",29,-0.0836765274017242,0.0271686994703573,0.137931034482759,0.0640328752334662,0.122777750948276,30,0.0333333333333333,1,1.04730743332232,0.566352722703134,1,"quadratic","fixed","t3","t3",FALSE
"v1_legacy_legacy_hazard",6,"Heavy-tailed (t3) errors/RE","misspec",150,"tau0",29,-0.101023435070621,0.026642732086939,0.724137931034483,0.0829960921123194,0.414353185112069,30,0.0333333333333333,1,1.04730743332232,0.566352722703134,1,"quadratic","fixed","t3","t3",FALSE
"v1_legacy_legacy_hazard",6,"Heavy-tailed (t3) errors/RE","misspec",150,"tau1",29,-0.124847531718966,0.0640584332148459,0.620689655172414,0.0901022421425571,0.611556384396552,30,0.0333333333333333,1,1.04730743332232,0.566352722703134,1,"quadratic","fixed","t3","t3",FALSE
