"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"log_lik_y[354]",-1.6188251293275,-1.56292135,0.348793637812968,0.34187177031,-2.272005595,-1.149314235,1.00072791871872,11165.3543826579,7259.92136582516
"log_lik_y[355]",-1.100389650185,-1.08578325,0.0790870581463034,0.0598493002800001,-1.246955315,-1.003859295,1.00018154932178,4529.12666454562,5511.02913369982
"log_lik_y[356]",-3.3096251411625,-3.26683405,0.6895587615816,0.69148597434,-4.513139525,-2.252225635,0.999869311588926,10175.3926952443,5766.1382704083
"log_lik_y[357]",-2.854062014725,-2.78057035,0.676077114454152,0.671285994119999,-4.065903235,-1.88671453,0.999854519014032,10003.555091021,5621.67242816372
"log_lik_y[358]",-2.5803748790375,-2.4913243,0.694742268902796,0.6699899052,-3.853708,-1.611433495,0.999953187914685,10094.6214784982,6087.55593856928
"log_lik_y[359]",-2.9712072507625,-2.84587795,0.940027003334016,0.90475235046,-4.700189905,-1.649451105,0.999915774265613,10785.0318694612,6707.20236197593
"log_lik_y[360]",-1.1393234266175,-1.1083139,0.118833550664264,0.0801005043300001,-1.36945637,-1.01360127,0.999948232244832,7426.26989897246,6601.09353060551
"log_lik_y[361]",-1.1439703543325,-1.11604655,0.112864332075191,0.08309795088,-1.363942955,-1.01627337,0.999758438405065,7734.7960045265,6875.66505553488
"log_lik_y[362]",-1.7575597615375,-1.70634615,0.35168016298645,0.33069341109,-2.415012675,-1.27996189,1.00014647158469,8952.11420771329,5244.62102039345
"log_lik_y[363]",-1.51951894303,-1.4653338,0.310940715903626,0.28983043467,-2.105309615,-1.121094245,1.00011783301197,8809.3811672119,5010.41565830407
"log_lik_y[364]",-1.3957067408225,-1.3279649,0.298347026023567,0.26055849918,-1.98703959,-1.05797906,1.00014283868612,8728.05109692952,5880.19395149897
"log_lik_y[365]",-3.824203222775,-3.73504155,0.974330641160037,0.94893953847,-5.57252285,-2.38555347,1.00006086782869,9110.28315745927,6203.81867533806
"log_lik_y[366]",-1.33991041135375,-1.2417844,0.315705705284461,0.22814738058,-1.97257104,-1.03418484,1.00068705704752,8491.95386744698,6435.24395286896
"log_lik_y[367]",-1.25273646458125,-1.17842355,0.234741401839745,0.15422991129,-1.7199271,-1.031430245,0.99987872769469,9552.76031631507,6210.12433378476
"log_lik_y[368]",-1.21151051001,-1.16496315,0.171451956595349,0.13266556842,-1.55033165,-1.026007465,0.999786257223549,8727.1311284236,6711.41798516291
"log_lik_y[369]",-1.09629155920875,-1.08227625,0.0747730616756023,0.0562001027700001,-1.23498331,-1.00499327,1.00022291193695,5395.08927627907,6037.64294277968
"log_lik_y[370]",-1.158939297855,-1.12847345,0.119741366666114,0.09192616671,-1.39331892,-1.020078385,0.999815120055658,8232.43306997471,6614.08736270451
"log_lik_y[371]",-1.1324833655425,-1.10697275,0.103640720460662,0.0763255823399999,-1.335057965,-1.013731955,1.00002312136136,7033.23189036123,6053.98691254406
"log_lik_y[372]",-1.36484194711125,-1.2968758,0.286509974200916,0.24357249924,-1.908630935,-1.045176945,1.00009486780454,8509.13158446644,5471.52895341328
"log_lik_y[373]",-1.28403165026375,-1.2019899,0.265353474371715,0.18523337532,-1.7978473,-1.027377285,0.999908355807953,7600.46361263357,5937.3349336083
"log_lik_y[374]",-1.24531997274375,-1.1576826,0.255320460758842,0.1428870576,-1.75044669,-1.02196371,1.00003189154608,6564.044752295,6013.1608411586
"log_lik_y[375]",-1.4209931595225,-1.3447417,0.326020082411713,0.28909758549,-2.05460628,-1.05351669,1.00028980907276,9790.06738484458,6506.32795989153
"log_lik_y[376]",-1.32995374870625,-1.27265015,0.245210090826275,0.22055261382,-1.803276885,-1.04821335,1.00030290073862,9528.54743512225,6962.38977328621
"log_lik_y[377]",-1.8636422955125,-1.8015699,0.44274961094283,0.41818274904,-2.69723028,-1.26509852,1.00082920149487,9586.24644107796,6070.01594268798
"log_lik_y[378]",-1.35803329367,-1.28143075,0.296251801601065,0.24424367226,-1.953315215,-1.04162224,1.00031410173365,8151.02475245462,5412.55014983946
"log_lik_y[379]",-1.22217546143,-1.13357635,0.252353241446832,0.11766158229,-1.72061633,-1.019725295,1.00008062718676,4707.93169241127,5092.5890061907
