scen,n,informative,est,rep,conv,brier,cal_int,cal_slope,mean_pred,obs_rate,est_b0,est_b1,est_b2,est_log_sigma,est_log_tau0,est_log_tau1,est_g0,est_g1,est_g2,est_alpha,se_b0,se_b1,se_b2,se_log_sigma,se_log_tau0,se_log_tau1,se_g0,se_g1,se_g2,se_alpha,est_log_sthr,se_log_sthr
ni_n87,87,0,floor,37,1,0.20686614063871786,1.9562806170169615,0.5792833951959695,0.5954108126276256,0.8735632183908046,-2.1854110220251743,-2.619008497493551,0.35855013540934877,0.5700715199364689,0.3019619611990657,0.8216116234130015,-4.395391429803487,-0.1335567755875399,-1.4801539738615808,-1.5273380243701273,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ni_n87,87,0,floor,38,1,0.1992426676717428,2.1486813216564915,0.8012703967339547,0.6123619003012329,0.896551724137931,-2.11197964558947,-2.995154376846965,0.3291637042635528,0.5564896145722592,0.2609562499714511,0.5919306069647179,-5.0430253845823545,-0.7293525244485806,-0.7606325536484166,-1.703099250512852,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ni_n87,87,0,floor,39,1,0.1921094469418936,1.8188889340400383,0.42100059876235457,0.650975215035763,0.8850574712643678,-2.578319174308679,-3.1895149329261727,0.05821716995240304,0.4993287481647722,0.1008322359841454,0.6873816511650304,-5.479713770098812,-0.4919142341187368,-1.0049145342655372,-1.8723951455815893,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ni_n87,87,0,exact,0,1,0.19162152918035802,1.7272143490379481,0.6679789238289818,0.6079983321961479,0.8505747126436781,-2.444550842358705,-2.7567709224269596,0.712277019326774,0.05349924819596412,0.2672356670234238,-0.19471977253393366,-3.977169893596075,-0.8502724326419514,-1.4242735618514932,-1.6193970866190135,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ni_n87,87,0,exact,1,1,0.20398593642935367,1.99498654579068,0.5277961473882292,0.6052896529820097,0.8850574712643678,-2.007705845568918,-2.6393894814562735,0.7136624606639003,0.15918116674657773,-0.14751602664491067,-0.2456505966605616,-3.777409289259391,-0.7653668142966796,-1.7777826602161282,-1.6736173447867102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ni_n87,87,0,exact,2,1,0.14931824829543328,2.7940445498585644,1.0950246862409143,0.6553662403034286,0.9310344827586207,-2.44175018462495,-2.2728439604248827,0.6783853735694181,0.12276107567184907,-0.016906421729686004,0.13133655104381164,-4.298374225898373,-0.6943199559210508,-2.012056002554045,-1.853755099365216,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ni_n87,87,0,exact,3,1,0.18699515459665358,1.9203068371393088,0.8673865992115756,0.6074760135594185,0.8620689655172413,-2.2607922315051105,-2.248970607651919,0.8031558283032108,0.14784410383211083,0.037616218398058336,-0.10252344808934309,-4.724365492591086,-0.3716937015524328,-1.368768021848998,-1.739973165886099,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ni_n87,87,0,exact,4,1,0.18834582997514598,2.1978421562632904,0.7207395297369783,0.6141432099391296,0.8850574712643678,-2.712733021428812,-2.1179355452362443,0.47053429931888907,0.18248343538723205,0.39066912679993265,0.055372752771825455,-4.540681939319266,-0.42978583193513487,-1.069421221332362,-1.734598302688131,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ni_n87,87,0,exact,5,1,0.1916827148166999,2.2193474927301198,0.9906781868208248,0.5820480605673523,0.8735632183908046,-2.4591472876730482,-2.3134473083065026,0.539709413257789,0.20983325054851915,0.42607308777409164,-0.0153259808196342,-3.424395653894799,-0.37694746318855415,-1.7428564375786342,-1.3675683551000264,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ni_n87,87,0,exact,6,1,0.1737734530557246,2.7150411136057304,0.9603360722280916,0.6191476218429267,0.9080459770114943,-2.251055856628183,-2.509352892989232,0.6606777018588488,0.22778482789739563,0.061592290388473574,0.13262341593998803,-4.629923234630289,-0.2594564399782,-1.9584939623271225,-1.89713760597653,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
