"scen","n","informative","estimator","rep","beta1","sigma_y","tau1","alpha","brier","mean_pred","obs_rate","se_beta1","se_tau1"
"ni_n150",150,FALSE,"exact",65,-2.8043299,1.0902612,7.8299595,-2.8923601,0.0712743304810666,0.721567102628813,0.84,NA,NA
"ni_n150",150,FALSE,"exact",66,-1.8375072,1.0999775,8.7051417,-2.5759228,0.0727697173452503,0.662455400707809,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"exact",67,-1.8087662,1.1871723,8.7277128,-2.8701393,0.0565217430712845,0.659714956523493,0.76,NA,NA
"ni_n150",150,FALSE,"exact",68,-2.2208932,1.2261239,8.5130521,-3.1712038,0.0611940340523323,0.670275738257429,0.78,NA,NA
"ni_n150",150,FALSE,"exact",69,-1.94695,1.1707228,8.2927837,-3.1503122,0.0555644214896811,0.699082975668641,0.806666666666667,NA,NA
"ni_n150",150,FALSE,"exact",70,-2.1799881,1.0731403,9.0300001,-3.2890901,0.0515243881105086,0.706950684985364,0.8,NA,NA
"ni_n150",150,FALSE,"exact",71,-2.2268765,1.1703171,8.8900016,-2.6753106,0.0772695633002475,0.709553051858958,0.826666666666667,NA,NA
"ni_n150",150,FALSE,"exact",72,-2.4084585,1.2285477,7.7554212,-3.2578454,0.0598064795336671,0.712619702853315,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"exact",73,-2.5189152,1.1799117,8.3331211,-2.9148078,0.0752632086605067,0.640425888132847,0.76,NA,NA
"ni_n150",150,FALSE,"exact",74,-2.2555603,1.172219,8.361971,-3.050967,0.0656464418624447,0.693720861864574,0.8,NA,NA
"ni_n150",150,FALSE,"exact",75,-2.4022254,1.1566181,7.9897158,-2.7738914,0.071982850653074,0.687666918421563,0.786666666666667,NA,NA
"ni_n150",150,FALSE,"exact",76,-2.2549498,1.1993144,7.9095367,-2.9700867,0.0623942512899964,0.6716468469115,0.78,NA,NA
"ni_n150",150,FALSE,"exact",77,-2.3460678,1.1509186,7.7125673,-2.8116051,0.079566664195704,0.693844883348467,0.806666666666667,NA,NA
"ni_n150",150,FALSE,"exact",78,-2.2747853,1.1490446,8.4406728,-2.4025641,0.104099142736203,0.705194422644069,0.873333333333333,NA,NA
"ni_n150",150,FALSE,"exact",79,-1.9364368,1.1906911,8.4896071,-3.1320209,0.0608064517378922,0.70030641875297,0.8,NA,NA
"ni_n150",150,FALSE,"exact",80,-1.8041598,1.1235412,9.5342503,-3.0886824,0.0561976295284212,0.699738274972037,0.786666666666667,NA,NA
"ni_n150",150,FALSE,"exact",81,-1.6951628,1.1748475,7.9797406,-2.9428276,0.0611368838710418,0.691802131713077,0.806666666666667,NA,NA
"ni_n150",150,FALSE,"exact",82,-2.4181901,1.132936,8.1691186,-2.9791573,0.0690807560553285,0.629445024109835,0.726666666666667,NA,NA
"ni_n150",150,FALSE,"exact",83,-2.0644569,1.1524492,9.1371361,-2.5788063,0.0866882872853123,0.611734506167153,0.72,NA,NA
"ni_n150",150,FALSE,"exact",84,-2.2870082,1.1634019,8.9288833,-2.3778652,0.093826185805304,0.597285467242113,0.726666666666667,NA,NA
"ni_n150",150,FALSE,"exact",85,-2.4540657,1.1602663,8.827744,-3.1384141,0.0725724555426688,0.728165189383171,0.84,NA,NA
"ni_n150",150,FALSE,"exact",86,-2.4095806,1.0915521,7.7409247,-2.3847461,0.102986705010516,0.652344409473976,0.8,NA,NA
"ni_n150",150,FALSE,"exact",87,-2.37726,1.1046347,8.1174458,-2.675904,0.0844988230113158,0.756722535405917,0.873333333333333,NA,NA
"ni_n150",150,FALSE,"exact",88,-1.9593834,1.1326574,7.1040557,-2.9164389,0.0690615599998264,0.692052311647444,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"exact",89,-2.3200508,1.1219333,9.1449863,-2.6832203,0.0671625690081302,0.674937772276879,0.766666666666667,NA,NA
"ni_n150",150,FALSE,"exact",90,-2.2447997,1.126908,8.2946861,-2.7341234,0.0971455862934245,0.650865194441098,0.766666666666667,NA,NA
"ni_n150",150,FALSE,"exact",91,-2.1876636,1.1254945,8.7593851,-2.7107951,0.0900483773482822,0.647670503823657,0.753333333333333,NA,NA
"ni_n150",150,FALSE,"exact",92,-2.2530951,1.2093984,8.7687707,-2.8875094,0.0702518461932124,0.647490003899863,0.733333333333333,NA,NA
"ni_n150",150,FALSE,"exact",93,-2.6518346,1.0629606,8.1216185,-2.6063319,0.0779084842659465,0.635876957805617,0.766666666666667,NA,NA
"ni_n150",150,FALSE,"exact",94,-2.5122426,1.0494187,8.966411,-3.0114042,0.0624283117045833,0.698357292789932,0.8,NA,NA
"ni_n150",150,FALSE,"exact",95,-2.0964642,1.166403,7.9026028,-2.4998739,0.0991655032603035,0.62654939501481,0.786666666666667,NA,NA
"ni_n150",150,FALSE,"exact",96,-2.4270797,1.1354703,7.7339475,-2.9478419,0.0676416070154846,0.658365039320933,0.766666666666667,NA,NA
"ni_n150",150,FALSE,"exact",97,-2.190936,1.1498989,7.8626164,-2.9229099,0.0759679473956925,0.672775709883403,0.78,NA,NA
"ni_n150",150,FALSE,"exact",98,-2.026342,1.1005919,8.0265508,-3.0501778,0.0651007738164464,0.726206254285452,0.82,NA,NA
"ni_n150",150,FALSE,"exact",99,-2.2403523,1.1220045,8.5971517,-2.9814549,0.0717701025764584,0.672297910450547,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"exact",100,-2.1900106,1.2408279,8.4558335,-2.9333519,0.0733304577726997,0.704492085800484,0.806666666666667,NA,NA
"ni_n300",300,FALSE,"floor",1,-2.1809391,1.514123,17.011212,-3.5097492,0.0376009268335258,0.720127904574703,0.796666666666667,NA,NA
"ni_n300",300,FALSE,"floor",2,-2.3781438,1.5433719,18.62213,-3.4137728,0.0349072508052891,0.728358486270153,0.79,NA,NA
"ni_n300",300,FALSE,"floor",3,-2.20172,1.5426719,18.242037,-3.6803071,0.0266717096271647,0.758208377670137,0.816666666666667,NA,NA
"ni_n300",300,FALSE,"floor",4,-2.3238035,1.5727873,17.5291,-3.3215589,0.03611071225958,0.721901746179641,0.793333333333333,NA,NA
"ni_n300",300,FALSE,"floor",5,-2.3461932,1.502512,18.817201,-3.1438721,0.0414507808553895,0.711040640281456,0.783333333333333,NA,NA
"ni_n300",300,FALSE,"floor",6,-2.4321682,1.5129963,18.079761,-3.1324921,0.0361220295725853,0.69509012137402,0.76,NA,NA
"ni_n300",300,FALSE,"floor",7,-2.2882845,1.5618213,20.054882,-3.794883,0.024819665959874,0.741904300032435,0.796666666666667,NA,NA
"ni_n300",300,FALSE,"floor",8,-2.4036044,1.5236646,19.976442,-3.332397,0.0322636246299634,0.735323959696305,0.796666666666667,NA,NA
"ni_n300",300,FALSE,"floor",9,-2.2770813,1.5242241,19.731109,-3.7049932,0.0242384575005214,0.74940970343288,0.806666666666667,NA,NA
"ni_n300",300,FALSE,"floor",10,-2.4451635,1.5744402,19.026331,-3.8168181,0.0221751394915571,0.731809855893617,0.786666666666667,NA,NA
"ni_n300",300,FALSE,"floor",11,-2.1041122,1.5289447,19.014288,-3.5426542,0.0274716946652881,0.733169042842454,0.79,NA,NA
"ni_n300",300,FALSE,"floor",12,-2.4330937,1.4331858,18.043618,-3.5269103,0.0284725423357908,0.7720509716605,0.826666666666667,NA,NA
"ni_n300",300,FALSE,"floor",13,-2.488756,1.553291,18.622031,-3.3690418,0.0397709850897375,0.721017657790002,0.786666666666667,NA,NA
"ni_n300",300,FALSE,"floor",14,-2.2041172,1.5197648,17.449277,-3.0033975,0.0488216710137733,0.670196984550713,0.753333333333333,NA,NA
"ni_n300",300,FALSE,"floor",15,-2.4055185,1.5536988,17.742761,-3.2071106,0.0375332824120722,0.760618243654946,0.83,NA,NA
"ni_n300",300,FALSE,"floor",16,-2.1404812,1.4967707,18.138026,-3.5416868,0.0301007154081774,0.731217600275572,0.796666666666667,NA,NA
"ni_n300",300,FALSE,"floor",17,-2.3586024,1.4980448,19.384303,-3.4404736,0.0298166077460485,0.738279440512415,0.8,NA,NA
"ni_n300",300,FALSE,"floor",18,-2.2256128,1.5431683,17.0801,-3.4662119,0.0335974801335101,0.752815629136842,0.83,NA,NA
"ni_n300",300,FALSE,"floor",19,-2.4063626,1.5280535,19.070179,-3.2591359,0.0384444550252265,0.700932688338052,0.766666666666667,NA,NA
"ni_n300",300,FALSE,"floor",20,-2.3690253,1.5660052,19.029536,-3.6215903,0.0233756560914974,0.770507322662963,0.826666666666667,NA,NA
"ni_n300",300,FALSE,"floor",21,-2.459547,1.5988035,17.576156,-3.3261546,0.0339431640165149,0.737345930899593,0.803333333333333,NA,NA
"ni_n300",300,FALSE,"floor",22,-2.196841,1.5796857,17.978568,-3.0855786,0.0497498237273742,0.685035234642248,0.77,NA,NA
"ni_n300",300,FALSE,"floor",23,-2.4011344,1.4583514,19.051597,-3.3378802,0.0426033902608641,0.729329972212383,0.8,NA,NA
"ni_n300",300,FALSE,"floor",24,-2.2929391,1.5802001,17.160715,-3.6321057,0.0331277567017754,0.735922020195009,0.796666666666667,NA,NA
"ni_n300",300,FALSE,"floor",25,-2.2045396,1.53432,17.653937,-3.6687245,0.0335014265656294,0.744156411382005,0.81,NA,NA
"ni_n300",300,FALSE,"floor",26,-2.507418,1.5830506,18.525792,-3.5807403,0.0328485592092395,0.724053633848431,0.793333333333333,NA,NA
"ni_n300",300,FALSE,"floor",27,-2.4702034,1.5332538,18.521573,-3.3176858,0.035268779810239,0.749017435891099,0.813333333333333,NA,NA
"ni_n300",300,FALSE,"floor",28,-2.3806727,1.523449,19.786709,-3.7194646,0.0286718523095089,0.717973847956732,0.78,NA,NA
"ni_n300",300,FALSE,"floor",29,-2.4971408,1.5191829,17.997822,-3.5182617,0.0344725862120078,0.750631471416636,0.816666666666667,NA,NA
"ni_n300",300,FALSE,"floor",30,-2.4921826,1.5143676,18.884637,-3.4689269,0.0346388319875324,0.711599801927102,0.783333333333333,NA,NA
"ni_n300",300,FALSE,"floor",31,-2.1958005,1.5782438,16.505758,-3.2019279,0.043703435245739,0.707086745663358,0.786666666666667,NA,NA
"ni_n300",300,FALSE,"floor",32,-2.2257352,1.5145524,19.835017,-3.8158383,0.0217261867905442,0.76840138120473,0.823333333333333,NA,NA
"ni_n300",300,FALSE,"floor",33,-2.4224977,1.5482121,18.629429,-3.4325644,0.0310164226725647,0.740392898537175,0.803333333333333,NA,NA
"ni_n300",300,FALSE,"floor",34,-2.3855627,1.590553,16.800173,-3.5398789,0.0356071664750737,0.730932016463803,0.803333333333333,NA,NA
"ni_n300",300,FALSE,"floor",35,-2.3750303,1.5223673,19.358603,-3.3004701,0.0335698019831535,0.685248302017905,0.746666666666667,NA,NA
"ni_n300",300,FALSE,"floor",36,-2.2964292,1.5736514,17.571036,-3.6437714,0.0319965264080137,0.707212584289779,0.773333333333333,NA,NA
"ni_n300",300,FALSE,"floor",37,-2.435644,1.5005338,18.784232,-3.3227292,0.0319383545182939,0.705847799942832,0.77,NA,NA
"ni_n300",300,FALSE,"floor",38,-2.2980691,1.5256603,16.350398,-3.5133336,0.0388750354540586,0.738472342325852,0.813333333333333,NA,NA
"ni_n300",300,FALSE,"floor",39,-2.1259184,1.5757737,18.137843,-3.7673497,0.0270751935557868,0.712461095351887,0.763333333333333,NA,NA
"ni_n300",300,FALSE,"floor",40,-2.4703921,1.5265268,17.203312,-3.5904878,0.028986856945369,0.735855696994903,0.793333333333333,NA,NA
"ni_n300",300,FALSE,"floor",41,-2.1405634,1.5105245,17.24121,-3.4448539,0.0349050947161226,0.723428726038675,0.796666666666667,NA,NA
"ni_n300",300,FALSE,"floor",42,-2.2759105,1.6049907,19.299899,-3.3991306,0.0393992332344694,0.720101201857943,0.786666666666667,NA,NA
"ni_n300",300,FALSE,"floor",43,-2.1992034,1.5524696,18.611152,-3.5551266,0.0285826549346762,0.747089114618224,0.81,NA,NA
"ni_n300",300,FALSE,"floor",44,-2.4647056,1.5584186,20.284036,-3.6414491,0.0321514042323661,0.753132682168603,0.826666666666667,NA,NA
"ni_n300",300,FALSE,"floor",45,-2.3105644,1.5505012,16.149835,-3.3093106,0.0355647353829325,0.720163441585751,0.79,NA,NA
"ni_n300",300,FALSE,"floor",46,-2.0408785,1.572479,17.559786,-3.3884045,0.032932707589586,0.746730548741397,0.81,NA,NA
"ni_n300",300,FALSE,"floor",47,-1.8713734,1.5438415,18.871506,-3.5502476,0.0348717905938191,0.735450690175735,0.803333333333333,NA,NA
"ni_n300",300,FALSE,"floor",48,-2.4723791,1.5923716,19.984161,-3.5238478,0.0308514465411344,0.746793931819978,0.806666666666667,NA,NA
"ni_n300",300,FALSE,"floor",49,-2.4478269,1.5337062,18.475843,-3.4968457,0.0324519713957119,0.755515707595993,0.823333333333333,NA,NA
"ni_n300",300,FALSE,"floor",50,-2.3376722,1.5282425,16.249309,-2.9819409,0.0528498642978919,0.707400222031788,0.796666666666667,NA,NA
"ni_n300",300,FALSE,"floor",51,-2.1622533,1.5950989,16.901408,-3.4114546,0.039868642316376,0.718536756740002,0.79,NA,NA
"ni_n300",300,FALSE,"floor",52,-2.281047,1.5113547,17.433857,-3.3110702,0.0382839113945479,0.744611321063634,0.813333333333333,NA,NA
"ni_n300",300,FALSE,"floor",53,-2.3137432,1.5881655,19.805363,-3.5358023,0.0307848214706028,0.774426223686834,0.836666666666667,NA,NA
"ni_n300",300,FALSE,"floor",54,-2.2600668,1.5237868,19.934313,-3.5985299,0.0276774343250949,0.770634105952694,0.833333333333333,NA,NA
"ni_n300",300,FALSE,"floor",55,-2.2219922,1.5284838,17.069712,-3.6031335,0.0308421145738066,0.691225127682744,0.756666666666667,NA,NA
"ni_n300",300,FALSE,"floor",56,-2.5440478,1.5035435,19.160202,-3.379984,0.0309164220428887,0.711013830897788,0.77,NA,NA
"ni_n300",300,FALSE,"floor",57,-2.6220872,1.611871,20.097099,-3.5494955,0.0328382034491959,0.71244086949421,0.776666666666667,NA,NA
"ni_n300",300,FALSE,"floor",58,-2.1017084,1.4942968,18.187586,-3.0538974,0.0406831468730145,0.73406101927894,0.806666666666667,NA,NA
"ni_n300",300,FALSE,"floor",59,-2.5510433,1.5747471,18.671075,-3.1870242,0.0419285466451557,0.731371164370667,0.806666666666667,NA,NA
"ni_n300",300,FALSE,"floor",60,-2.3113776,1.4966557,20.189419,-3.286668,0.0406421410079123,0.760737170679988,0.836666666666667,NA,NA
"ni_n300",300,FALSE,"floor",61,-2.3496121,1.5642841,19.714696,-3.332516,0.0325548021744252,0.699736218710743,0.766666666666667,NA,NA
"ni_n300",300,FALSE,"floor",62,-2.3453066,1.5670518,16.965683,-3.746567,0.0277117958475625,0.717575021521627,0.773333333333333,NA,NA
"ni_n300",300,FALSE,"floor",63,-2.5729727,1.6104742,18.039077,-3.3676234,0.0263333549752599,0.765932795804646,0.823333333333333,NA,NA
"ni_n300",300,FALSE,"floor",64,-2.3333083,1.530652,17.75678,-3.073205,0.0465613062462659,0.718631335650651,0.803333333333333,NA,NA
"ni_n300",300,FALSE,"floor",65,-2.3346155,1.5661535,18.39497,-3.7929286,0.0306338219488825,0.719199670714505,0.776666666666667,NA,NA
"ni_n300",300,FALSE,"floor",66,-2.3328007,1.5335059,19.095194,-3.1707312,0.0418548338716393,0.727966722172177,0.806666666666667,NA,NA
"ni_n300",300,FALSE,"floor",67,-2.344582,1.5522105,17.023237,-3.2929346,0.0419852747515606,0.708898784007119,0.773333333333333,NA,NA
"ni_n300",300,FALSE,"floor",68,-2.3183332,1.5577414,19.414761,-3.3516487,0.0337395184156634,0.708361398038629,0.773333333333333,NA,NA
"ni_n300",300,FALSE,"floor",69,-2.1248571,1.5092706,16.810771,-3.1841869,0.0471451641746845,0.743710714620417,0.83,NA,NA
"ni_n300",300,FALSE,"floor",70,-2.2877809,1.5052854,18.414643,-3.05299,0.0502867604815574,0.702015333286325,0.786666666666667,NA,NA
"ni_n300",300,FALSE,"floor",71,-2.3833857,1.5084311,19.144441,-3.2516727,0.0376890051404021,0.717619495700229,0.79,NA,NA
"ni_n300",300,FALSE,"floor",72,-2.5071325,1.5264396,18.087704,-3.7089752,0.0271987963331947,0.742809698421042,0.796666666666667,NA,NA
"ni_n300",300,FALSE,"floor",73,-2.0832898,1.4749114,15.794658,-3.0905593,0.0461645846852408,0.729285485617438,0.82,NA,NA
"ni_n300",300,FALSE,"floor",74,-2.4179167,1.4787767,19.618002,-3.4477575,0.0303435804778003,0.749203090817504,0.81,NA,NA
"ni_n300",300,FALSE,"floor",75,-2.3681255,1.5401806,17.965429,-3.1321038,0.0433616933879548,0.732648348351653,0.813333333333333,NA,NA
"ni_n300",300,FALSE,"floor",76,-2.5250055,1.5399492,17.474816,-3.7710174,0.0271028456902483,0.769265542725544,0.836666666666667,NA,NA
"ni_n300",300,FALSE,"floor",77,-2.5506529,1.5588268,17.916037,-3.0834921,0.0421511310458385,0.740122965273109,0.81,NA,NA
"ni_n300",300,FALSE,"floor",78,-2.1864251,1.4936535,18.132353,-3.155315,0.0367190310830924,0.726645660585515,0.803333333333333,NA,NA
"ni_n300",300,FALSE,"floor",79,-2.4663844,1.5504673,18.666768,-3.4831292,0.0333816496605411,0.740260667901533,0.806666666666667,NA,NA
"ni_n300",300,FALSE,"floor",80,-2.1506254,1.5550381,18.224775,-3.5327422,0.0271554175361747,0.770725899891848,0.836666666666667,NA,NA
"ni_n300",300,FALSE,"floor",81,-2.5282048,1.5901522,18.703872,-3.6788794,0.0278592402015514,0.726355447657605,0.783333333333333,NA,NA
"ni_n300",300,FALSE,"floor",82,-2.2341094,1.5020825,21.170108,-3.5213298,0.0294549157538632,0.706160925039905,0.763333333333333,NA,NA
"ni_n300",300,FALSE,"floor",83,-2.326292,1.6067147,17.472806,-3.6119287,0.0286014061790395,0.714698282980536,0.776666666666667,NA,NA
"ni_n300",300,FALSE,"floor",84,-2.2583003,1.5951132,19.428374,-3.427451,0.0361981353071463,0.729327540630502,0.796666666666667,NA,NA
"ni_n300",300,FALSE,"floor",85,-2.296495,1.5118059,18.958344,-3.6901866,0.0268477175054537,0.754406913236942,0.82,NA,NA
"ni_n300",300,FALSE,"floor",86,-2.3917767,1.4806297,17.869155,-3.4948113,0.0255510063179046,0.724855191372763,0.786666666666667,NA,NA
"ni_n300",300,FALSE,"floor",87,-2.3388964,1.5105464,17.739235,-3.3909123,0.0318612964163623,0.732168264033524,0.793333333333333,NA,NA
"ni_n300",300,FALSE,"floor",88,-2.3866807,1.6244098,19.570939,-3.6349042,0.0275415092784709,0.747855390176047,0.806666666666667,NA,NA
"ni_n300",300,FALSE,"floor",89,-2.2782495,1.5824081,19.568592,-2.9830952,0.0493961819224387,0.690294995829901,0.77,NA,NA
"ni_n300",300,FALSE,"floor",90,-2.3520131,1.5073785,16.818934,-3.3690167,0.0382090800397932,0.740517477257016,0.816666666666667,NA,NA
"ni_n300",300,FALSE,"floor",91,-2.4917184,1.5822208,18.177146,-3.6684234,0.0209413546221683,0.728894125805762,0.776666666666667,NA,NA
"ni_n300",300,FALSE,"floor",92,-2.2047611,1.5881098,18.056886,-3.2948995,0.0415992773238987,0.686640782907759,0.756666666666667,NA,NA
"ni_n300",300,FALSE,"floor",93,-2.359283,1.5282702,17.348122,-3.5294352,0.0256659766470439,0.683637145040656,0.736666666666667,NA,NA
"ni_n300",300,FALSE,"floor",94,-2.4355919,1.5646565,16.768068,-3.7287109,0.0209251234787466,0.749795668695879,0.8,NA,NA
"ni_n300",300,FALSE,"floor",95,-2.1905305,1.4773203,18.51063,-3.790883,0.0231036394959258,0.75239951376882,0.806666666666667,NA,NA
"ni_n300",300,FALSE,"floor",96,-2.5521513,1.5235916,17.417178,-3.2960165,0.0419789309527493,0.738540072904361,0.816666666666667,NA,NA
"ni_n300",300,FALSE,"floor",97,-2.31295,1.5443016,17.81241,-3.4713753,0.0335367645307096,0.752753267774352,0.826666666666667,NA,NA
"ni_n300",300,FALSE,"floor",98,-2.2237983,1.4606289,17.771781,-3.3145184,0.0391544380899053,0.703158808902123,0.78,NA,NA
"ni_n300",300,FALSE,"floor",99,-2.2178533,1.5444083,18.254462,-3.5653459,0.0384161602384107,0.693813695470592,0.77,NA,NA
"ni_n300",300,FALSE,"floor",100,-2.3740479,1.5513438,18.412564,-3.5282857,0.0314741507670638,0.741888818950394,0.81,NA,NA
"ni_n300",300,FALSE,"exact",1,-2.2404689,1.132109,10.630474,-3.5362731,0.0695296463495639,0.681515590436784,0.796666666666667,NA,NA
"ni_n300",300,FALSE,"exact",2,-2.4325521,1.1409827,10.990591,-3.5210958,0.0606565929703859,0.698600483340801,0.79,NA,NA
"ni_n300",300,FALSE,"exact",3,-2.3074972,1.1095856,9.9242083,-3.7447218,0.0587791429063424,0.715508194321801,0.816666666666667,NA,NA
"ni_n300",300,FALSE,"exact",4,-2.3844489,1.1697806,9.9714346,-3.4940585,0.0559128425460887,0.690735827372003,0.793333333333333,NA,NA
"ni_n300",300,FALSE,"exact",5,-2.4860732,1.1132357,10.555436,-3.0781607,0.0764137845244031,0.67003488527197,0.783333333333333,NA,NA
"ni_n300",300,FALSE,"exact",6,-2.4904914,1.1312973,10.620055,-3.3640331,0.0574734783575833,0.668158389069874,0.76,NA,NA
"ni_n300",300,FALSE,"exact",7,-2.4300811,1.1911162,10.334997,-4.2454455,0.0367273320346506,0.725059977083001,0.796666666666667,NA,NA
"ni_n300",300,FALSE,"exact",8,-2.5802295,1.1500665,10.452023,-3.557645,0.0560619903859496,0.704276018727874,0.796666666666667,NA,NA
"ni_n300",300,FALSE,"exact",9,-2.4955532,1.1492375,9.865599,-3.7731994,0.0506730506627958,0.713484816166825,0.806666666666667,NA,NA
"ni_n300",300,FALSE,"exact",10,-2.6075774,1.2133396,10.560745,-4.1826925,0.0334237568470474,0.71502832317287,0.786666666666667,NA,NA
"ni_n300",300,FALSE,"exact",11,-2.2169694,1.1400359,10.18386,-3.582915,0.0611225424351082,0.691692143838027,0.79,NA,NA
"ni_n300",300,FALSE,"exact",12,-2.677288,1.0213983,9.8875231,-3.665619,0.0523512239622927,0.740037985641213,0.826666666666667,NA,NA
"ni_n300",300,FALSE,"exact",13,-2.5160011,1.136121,10.230959,-3.3375924,0.0703775777988865,0.688328905931685,0.786666666666667,NA,NA
"ni_n300",300,FALSE,"exact",14,-2.2395478,1.1684211,10.839779,-3.1973913,0.0666765387496007,0.64760562529555,0.753333333333333,NA,NA
"ni_n300",300,FALSE,"exact",15,-2.4621607,1.1024719,9.8605403,-3.0712697,0.0764313374127266,0.710923370411842,0.83,NA,NA
"ni_n300",300,FALSE,"exact",16,-2.2385986,1.1283965,10.79498,-3.598541,0.0541888589607814,0.695605555143656,0.796666666666667,NA,NA
"ni_n300",300,FALSE,"exact",17,-2.55552,1.1239069,10.105133,-3.5740875,0.0518953528393284,0.707468753423468,0.8,NA,NA
"ni_n300",300,FALSE,"exact",18,-2.3310741,1.1323086,9.8934718,-3.4925742,0.0679156614176206,0.710092285776864,0.83,NA,NA
"ni_n300",300,FALSE,"exact",19,-2.4410657,1.1610193,10.478841,-3.5246694,0.0607402608106288,0.674111984213645,0.766666666666667,NA,NA
"ni_n300",300,FALSE,"exact",20,-2.4760601,1.1468592,10.965309,-3.7337637,0.0469111167800549,0.739808423167875,0.826666666666667,NA,NA
"ni_n300",300,FALSE,"exact",21,-2.5606097,1.147725,9.646705,-3.2036057,0.0720801861595752,0.693596265244676,0.803333333333333,NA,NA
"ni_n300",300,FALSE,"exact",22,-2.248535,1.2090807,10.850135,-3.2335394,0.074419936642575,0.655395325530707,0.77,NA,NA
"ni_n300",300,FALSE,"exact",23,-2.4892194,1.1020758,11.241488,-3.5920419,0.0637271064497154,0.702980687560337,0.8,NA,NA
"ni_n300",300,FALSE,"exact",24,-2.4147753,1.1862024,9.5068497,-3.5905942,0.0578843229894762,0.704675040982221,0.796666666666667,NA,NA
"ni_n300",300,FALSE,"exact",25,-2.2085844,1.161208,10.12232,-3.8302304,0.0564599597923942,0.714609381623853,0.81,NA,NA
"ni_n300",300,FALSE,"exact",26,-2.6508631,1.1675187,10.845962,-3.6577475,0.0601011532650215,0.691171644298329,0.793333333333333,NA,NA
"ni_n300",300,FALSE,"exact",27,-2.5518588,1.1579412,10.113669,-3.7326491,0.050795054187544,0.728028585477667,0.813333333333333,NA,NA
"ni_n300",300,FALSE,"exact",28,-2.5696504,1.1398225,10.281212,-3.7052215,0.0628686069913678,0.681735191882445,0.78,NA,NA
"ni_n300",300,FALSE,"exact",29,-2.5552436,1.1077768,10.50558,-3.5191542,0.0616818789640225,0.715685122718824,0.816666666666667,NA,NA
"ni_n300",300,FALSE,"exact",30,-2.762652,1.1321543,9.5359302,-3.5239146,0.0646882358022146,0.674975110037812,0.783333333333333,NA,NA
"ni_n300",300,FALSE,"exact",31,-2.1558317,1.1732926,10.459754,-3.2276139,0.0674501360281642,0.679193212933236,0.786666666666667,NA,NA
"ni_n300",300,FALSE,"exact",32,-2.2827042,1.143872,10.884658,-4.0953132,0.0378360178263093,0.742902292302631,0.823333333333333,NA,NA
"ni_n300",300,FALSE,"exact",33,-2.5111774,1.1316694,10.706267,-3.5758758,0.0538605729317753,0.707813082095316,0.803333333333333,NA,NA
"ni_n300",300,FALSE,"exact",34,-2.4792858,1.1724767,10.287704,-3.5389198,0.0649578969691272,0.695463573781862,0.803333333333333,NA,NA
"ni_n300",300,FALSE,"exact",35,-2.5028348,1.159271,10.953518,-3.2490172,0.0680896715647765,0.646208891765331,0.746666666666667,NA,NA
"ni_n300",300,FALSE,"exact",36,-2.3773024,1.1924163,10.710049,-3.7763179,0.0548168899098777,0.677171067809067,0.773333333333333,NA,NA
"ni_n300",300,FALSE,"exact",37,-2.5385513,1.1365005,10.298993,-3.5660674,0.0499702297455536,0.681657858341145,0.77,NA,NA
"ni_n300",300,FALSE,"exact",38,-2.3393229,1.1151182,10.761005,-3.3041689,0.0762003074962909,0.694575447123237,0.813333333333333,NA,NA
"ni_n300",300,FALSE,"exact",39,-2.1685554,1.1821194,10.79966,-3.7514015,0.0542304525700803,0.684220412617064,0.763333333333333,NA,NA
"ni_n300",300,FALSE,"exact",40,-2.519676,1.1015868,10.522052,-3.5384467,0.0663460028386867,0.694323515761153,0.793333333333333,NA,NA
"ni_n300",300,FALSE,"exact",41,-2.2072348,1.1566685,9.7145843,-3.6883362,0.0523247601306041,0.696658456428462,0.796666666666667,NA,NA
"ni_n300",300,FALSE,"exact",42,-2.2529476,1.2012947,10.831117,-3.5027484,0.0674922348293007,0.689978884426375,0.786666666666667,NA,NA
"ni_n300",300,FALSE,"exact",43,-2.2155732,1.154063,10.417401,-3.7826997,0.0508816627649709,0.716550399732819,0.81,NA,NA
"ni_n300",300,FALSE,"exact",44,-2.6134861,1.1224523,9.9301818,-3.453393,0.070324922518378,0.703395838175276,0.826666666666667,NA,NA
"ni_n300",300,FALSE,"exact",45,-2.4386529,1.145627,10.219134,-3.325676,0.0636530079826078,0.684712535570176,0.79,NA,NA
"ni_n300",300,FALSE,"exact",46,-2.1824717,1.168977,10.144456,-3.4611095,0.0600367727578214,0.714943470780669,0.81,NA,NA
"ni_n300",300,FALSE,"exact",47,-1.87831,1.154851,11.14079,-3.7774754,0.0551168387964535,0.704600172000865,0.803333333333333,NA,NA
"ni_n300",300,FALSE,"exact",48,-2.5834078,1.1380151,10.922357,-3.4832924,0.0634584252063465,0.705239803766154,0.806666666666667,NA,NA
"ni_n300",300,FALSE,"exact",49,-2.5024413,1.118821,10.458359,-3.6831577,0.0605671686002115,0.719872017392131,0.823333333333333,NA,NA
"ni_n300",300,FALSE,"exact",50,-2.3005145,1.1212222,9.8219708,-2.8500337,0.0858388878868936,0.66881176375352,0.796666666666667,NA,NA
